"","treatment","genotype","subplot_id","rep","trait","data"
"504","dry","RIL_161",50348,2,"culm_basal_c",12
"505","dry","RIL_161",50348,3,"culm_basal_c",16
"506","dry","RIL_161",50348,1,"culm_basal_c",20
"507","dry","RIL_033",50349,2,"culm_basal_c",22
"508","dry","RIL_033",50349,1,"culm_basal_c",28
"509","dry","RIL_033",50349,3,"culm_basal_c",21
"510","dry","RIL_121",50350,3,"culm_basal_c",17
"511","dry","RIL_121",50350,1,"culm_basal_c",23
"512","dry","RIL_121",50350,2,"culm_basal_c",19
"513","dry","RIL_163",50351,2,"culm_basal_c",24
"514","dry","RIL_163",50351,3,"culm_basal_c",29
"515","dry","RIL_163",50351,1,"culm_basal_c",19
"516","dry","RIL_059",50352,1,"culm_basal_c",20
"517","dry","RIL_059",50352,2,"culm_basal_c",32
"518","dry","RIL_059",50352,3,"culm_basal_c",33
"519","dry","RIL_127",50353,2,"culm_basal_c",20
"520","dry","RIL_127",50353,3,"culm_basal_c",21
"521","dry","RIL_127",50353,1,"culm_basal_c",34
"522","dry","RIL_174",50354,2,"culm_basal_c",25
"523","dry","RIL_174",50354,3,"culm_basal_c",25
"524","dry","RIL_174",50354,1,"culm_basal_c",28
"525","dry","RIL_016",50355,2,"culm_basal_c",12
"526","dry","RIL_016",50355,1,"culm_basal_c",20
"527","dry","RIL_016",50355,3,"culm_basal_c",27
"528","dry","RIL_218",50356,3,"culm_basal_c",16
"529","dry","RIL_218",50356,2,"culm_basal_c",17
"530","dry","RIL_218",50356,1,"culm_basal_c",16
"531","dry","B100",50357,1,"culm_basal_c",20
"532","dry","B100",50357,3,"culm_basal_c",19
"533","dry","B100",50357,2,"culm_basal_c",20
"534","dry","RIL_195",50358,2,"culm_basal_c",16
"535","dry","RIL_195",50358,1,"culm_basal_c",15
"536","dry","RIL_195",50358,3,"culm_basal_c",17
"537","dry","RIL_154",50359,2,"culm_basal_c",13
"538","dry","RIL_154",50359,3,"culm_basal_c",23
"539","dry","RIL_154",50359,1,"culm_basal_c",22
"540","dry","RIL_106",50360,2,"culm_basal_c",26
"541","dry","RIL_106",50360,3,"culm_basal_c",32
"542","dry","RIL_106",50360,1,"culm_basal_c",22
"543","dry","RIL_029",50361,3,"culm_basal_c",19
"544","dry","RIL_029",50361,2,"culm_basal_c",18
"545","dry","RIL_029",50361,1,"culm_basal_c",26
"546","dry","RIL_005",50362,3,"culm_basal_c",32
"547","dry","RIL_005",50362,1,"culm_basal_c",25
"548","dry","RIL_005",50362,2,"culm_basal_c",30
"549","dry","RIL_030",50363,2,"culm_basal_c",22
"550","dry","RIL_030",50363,3,"culm_basal_c",22
"551","dry","RIL_030",50363,1,"culm_basal_c",17
"552","dry","RIL_186",50364,3,"culm_basal_c",29
"553","dry","RIL_186",50364,2,"culm_basal_c",28
"554","dry","RIL_186",50364,1,"culm_basal_c",16
"555","dry","RIL_104",50365,2,"culm_basal_c",43
"556","dry","RIL_104",50365,1,"culm_basal_c",13
"557","dry","RIL_104",50365,3,"culm_basal_c",30
"558","dry","RIL_058",50401,2,"culm_basal_c",28
"559","dry","RIL_058",50401,1,"culm_basal_c",25
"560","dry","RIL_058",50401,3,"culm_basal_c",32
"561","dry","RIL_054",50402,1,"culm_basal_c",21
"562","dry","RIL_054",50402,3,"culm_basal_c",20
"563","dry","RIL_054",50402,2,"culm_basal_c",24
"564","dry","RIL_207",50403,2,"culm_basal_c",16
"565","dry","RIL_207",50403,3,"culm_basal_c",16
"566","dry","RIL_207",50403,1,"culm_basal_c",23
"567","dry","RIL_208",50404,1,"culm_basal_c",14
"568","dry","RIL_208",50404,2,"culm_basal_c",16
"569","dry","RIL_208",50404,3,"culm_basal_c",14
"570","dry","RIL_094",50405,2,"culm_basal_c",19
"571","dry","RIL_094",50405,1,"culm_basal_c",28
"572","dry","RIL_094",50405,3,"culm_basal_c",15
"573","dry","RIL_044",50406,1,"culm_basal_c",18
"574","dry","RIL_044",50406,2,"culm_basal_c",12
"575","dry","RIL_044",50406,3,"culm_basal_c",21
"576","dry","RIL_119",50407,2,"culm_basal_c",16
"577","dry","RIL_119",50407,1,"culm_basal_c",12
"578","dry","RIL_119",50407,3,"culm_basal_c",12
"579","dry","RIL_018",50408,2,"culm_basal_c",19
"580","dry","RIL_018",50408,3,"culm_basal_c",20
"581","dry","RIL_018",50408,1,"culm_basal_c",14
"582","dry","RIL_090",50409,2,"culm_basal_c",15
"583","dry","RIL_090",50409,1,"culm_basal_c",22
"584","dry","RIL_090",50409,3,"culm_basal_c",13
"585","dry","RIL_009",50410,2,"culm_basal_c",27
"586","dry","RIL_009",50410,3,"culm_basal_c",22
"587","dry","RIL_009",50410,1,"culm_basal_c",22
"588","dry","B100",50411,2,"culm_basal_c",12
"589","dry","B100",50411,3,"culm_basal_c",11
"590","dry","B100",50411,1,"culm_basal_c",13
"591","dry","RIL_111",50412,3,"culm_basal_c",13
"592","dry","RIL_111",50412,1,"culm_basal_c",29
"593","dry","RIL_111",50412,2,"culm_basal_c",23
"594","dry","RIL_166",50413,2,"culm_basal_c",11
"595","dry","RIL_166",50413,1,"culm_basal_c",13
"596","dry","RIL_166",50413,3,"culm_basal_c",11
"597","dry","RIL_134",50414,2,"culm_basal_c",15
"598","dry","RIL_134",50414,1,"culm_basal_c",19
"599","dry","RIL_134",50414,3,"culm_basal_c",19
"600","dry","RIL_101",50415,3,"culm_basal_c",17
"601","dry","RIL_101",50415,2,"culm_basal_c",22
"602","dry","RIL_101",50415,1,"culm_basal_c",16
"603","dry","RIL_125",50416,1,"culm_basal_c",19
"604","dry","RIL_125",50416,3,"culm_basal_c",32
"605","dry","RIL_125",50416,2,"culm_basal_c",36
"606","dry","RIL_079",50417,2,"culm_basal_c",17
"607","dry","RIL_079",50417,3,"culm_basal_c",13
"608","dry","RIL_079",50417,1,"culm_basal_c",18
"609","dry","RIL_146",50418,1,"culm_basal_c",17
"610","dry","RIL_146",50418,2,"culm_basal_c",19
"611","dry","RIL_146",50418,3,"culm_basal_c",20
"612","dry","RIL_089",50419,3,"culm_basal_c",22
"613","dry","RIL_089",50419,1,"culm_basal_c",32
"614","dry","RIL_089",50419,2,"culm_basal_c",32
"615","dry","B100",50420,2,"culm_basal_c",32
"616","dry","B100",50420,3,"culm_basal_c",21
"617","dry","B100",50420,1,"culm_basal_c",24
"618","dry","RIL_109",50421,2,"culm_basal_c",16
"619","dry","RIL_109",50421,1,"culm_basal_c",21
"620","dry","RIL_109",50421,3,"culm_basal_c",20
"621","dry","RIL_004",50422,2,"culm_basal_c",24
"622","dry","RIL_004",50422,3,"culm_basal_c",36
"623","dry","RIL_004",50422,1,"culm_basal_c",29
"624","dry","RIL_122",50423,2,"culm_basal_c",12
"625","dry","RIL_122",50423,3,"culm_basal_c",14
"626","dry","RIL_122",50423,1,"culm_basal_c",8
"627","dry","RIL_184",50425,3,"culm_basal_c",29
"628","dry","RIL_184",50425,1,"culm_basal_c",28
"629","dry","RIL_184",50425,2,"culm_basal_c",28
"630","dry","RIL_202",50426,1,"culm_basal_c",21
"631","dry","RIL_202",50426,2,"culm_basal_c",21
"632","dry","RIL_202",50426,3,"culm_basal_c",20
"633","dry","RIL_066",50427,2,"culm_basal_c",33
"634","dry","RIL_066",50427,3,"culm_basal_c",15
"635","dry","RIL_066",50427,1,"culm_basal_c",26
"636","dry","RIL_053",50429,1,"culm_basal_c",20
"637","dry","RIL_053",50429,2,"culm_basal_c",18
"638","dry","RIL_193",50430,2,"culm_basal_c",14
"639","dry","RIL_193",50430,1,"culm_basal_c",22
"640","dry","RIL_193",50430,3,"culm_basal_c",16
"641","dry","RIL_052",50431,2,"culm_basal_c",27
"642","dry","RIL_052",50431,1,"culm_basal_c",40
"643","dry","RIL_052",50431,3,"culm_basal_c",17
"644","dry","RIL_069",50432,1,"culm_basal_c",17
"645","dry","RIL_069",50432,3,"culm_basal_c",15
"646","dry","RIL_069",50432,2,"culm_basal_c",28
"647","dry","B100",50433,3,"culm_basal_c",15
"648","dry","B100",50433,2,"culm_basal_c",25
"649","dry","B100",50433,1,"culm_basal_c",26
"650","dry","RIL_211",50434,1,"culm_basal_c",26
"651","dry","RIL_211",50434,2,"culm_basal_c",22
"652","dry","RIL_211",50434,3,"culm_basal_c",26
"653","dry","RIL_171",50435,3,"culm_basal_c",24
"654","dry","RIL_171",50435,1,"culm_basal_c",13
"655","dry","RIL_171",50435,2,"culm_basal_c",21
"656","dry","RIL_086",50436,2,"culm_basal_c",22
"657","dry","RIL_086",50436,3,"culm_basal_c",21
"658","dry","RIL_086",50436,1,"culm_basal_c",11
"659","dry","A10",50437,2,"culm_basal_c",7
"660","dry","A10",50437,1,"culm_basal_c",7
"661","dry","A10",50437,3,"culm_basal_c",13
"662","dry","RIL_160",50438,2,"culm_basal_c",25
"663","dry","RIL_160",50438,3,"culm_basal_c",20
"664","dry","RIL_160",50438,1,"culm_basal_c",26
"665","dry","RIL_102",50439,1,"culm_basal_c",17
"666","dry","RIL_102",50439,3,"culm_basal_c",13
"667","dry","RIL_102",50439,2,"culm_basal_c",16
"668","dry","RIL_103",50440,2,"culm_basal_c",23
"669","dry","RIL_103",50440,3,"culm_basal_c",11
"670","dry","RIL_103",50440,1,"culm_basal_c",13
"671","dry","RIL_215",50441,1,"culm_basal_c",21
"672","dry","RIL_215",50441,2,"culm_basal_c",25
"673","dry","RIL_215",50441,3,"culm_basal_c",21
"674","dry","RIL_153",50442,3,"culm_basal_c",33
"675","dry","RIL_153",50442,1,"culm_basal_c",28
"676","dry","RIL_153",50442,2,"culm_basal_c",24
"677","dry","RIL_084",50443,3,"culm_basal_c",21
"678","dry","RIL_084",50443,1,"culm_basal_c",25
"679","dry","RIL_084",50443,2,"culm_basal_c",6
"680","dry","RIL_138",50444,1,"culm_basal_c",21
"681","dry","RIL_138",50444,2,"culm_basal_c",24
"682","dry","RIL_138",50444,3,"culm_basal_c",20
"683","dry","RIL_118",50445,3,"culm_basal_c",25
"684","dry","RIL_118",50445,2,"culm_basal_c",20
"685","dry","RIL_118",50445,1,"culm_basal_c",24
"686","dry","B100",50446,1,"culm_basal_c",21
"687","dry","B100",50446,3,"culm_basal_c",15
"688","dry","B100",50446,2,"culm_basal_c",13
"689","dry","RIL_120",50447,1,"culm_basal_c",15
"690","dry","RIL_120",50447,2,"culm_basal_c",19
"691","dry","RIL_120",50447,3,"culm_basal_c",16
"692","dry","RIL_076",50448,1,"culm_basal_c",18
"693","dry","RIL_076",50448,2,"culm_basal_c",9
"694","dry","RIL_076",50448,3,"culm_basal_c",17
"695","dry","RIL_139",50449,3,"culm_basal_c",18
"696","dry","RIL_139",50449,1,"culm_basal_c",28
"697","dry","RIL_139",50449,2,"culm_basal_c",22
"698","dry","RIL_214",50450,2,"culm_basal_c",21
"699","dry","RIL_214",50450,1,"culm_basal_c",16
"700","dry","RIL_214",50450,3,"culm_basal_c",16
"701","dry","RIL_181",50451,3,"culm_basal_c",16
"702","dry","RIL_181",50451,2,"culm_basal_c",14
"703","dry","RIL_181",50451,1,"culm_basal_c",NA
"704","dry","RIL_096",50452,3,"culm_basal_c",9
"705","dry","RIL_096",50452,1,"culm_basal_c",12
"706","dry","RIL_096",50452,2,"culm_basal_c",12
"707","dry","RIL_035",50453,1,"culm_basal_c",26
"708","dry","RIL_035",50453,2,"culm_basal_c",19
"709","dry","RIL_035",50453,3,"culm_basal_c",13
"710","dry","RIL_050",50454,1,"culm_basal_c",25
"711","dry","RIL_050",50454,2,"culm_basal_c",33
"712","dry","RIL_050",50454,3,"culm_basal_c",20
"713","dry","RIL_170",50455,2,"culm_basal_c",25
"714","dry","RIL_170",50455,1,"culm_basal_c",24
"715","dry","RIL_170",50455,3,"culm_basal_c",17
"716","dry","B100",50457,3,"culm_basal_c",17
"717","dry","B100",50457,1,"culm_basal_c",22
"718","dry","B100",50457,2,"culm_basal_c",18
"719","dry","RIL_063",50458,2,"culm_basal_c",18
"720","dry","RIL_063",50458,1,"culm_basal_c",23
"721","dry","RIL_063",50458,3,"culm_basal_c",19
"722","dry","RIL_194",50459,3,"culm_basal_c",12
"723","dry","RIL_194",50459,2,"culm_basal_c",12
"724","dry","RIL_194",50459,1,"culm_basal_c",12
"725","dry","RIL_040",50460,1,"culm_basal_c",15
"726","dry","RIL_040",50460,3,"culm_basal_c",12
"727","dry","RIL_040",50460,2,"culm_basal_c",16
"728","dry","RIL_058",50501,3,"culm_basal_c",25
"729","dry","RIL_058",50501,1,"culm_basal_c",13
"730","dry","RIL_058",50501,2,"culm_basal_c",22
"731","dry","RIL_201",50502,2,"culm_basal_c",18
"732","dry","RIL_201",50502,1,"culm_basal_c",15
"733","dry","RIL_201",50502,3,"culm_basal_c",29
"734","dry","RIL_166",50503,3,"culm_basal_c",16
"735","dry","RIL_166",50503,1,"culm_basal_c",15
"736","dry","RIL_166",50503,2,"culm_basal_c",18
"737","dry","RIL_081",50504,2,"culm_basal_c",16
"738","dry","RIL_081",50504,1,"culm_basal_c",21
"739","dry","RIL_081",50504,3,"culm_basal_c",26
"740","dry","RIL_066",50505,3,"culm_basal_c",24
"741","dry","RIL_066",50505,1,"culm_basal_c",32
"742","dry","RIL_066",50505,2,"culm_basal_c",21
"743","dry","RIL_174",50506,2,"culm_basal_c",35
"744","dry","RIL_174",50506,1,"culm_basal_c",35
"745","dry","RIL_174",50506,3,"culm_basal_c",34
"746","dry","RIL_002",50507,1,"culm_basal_c",10
"747","dry","RIL_002",50507,3,"culm_basal_c",11
"748","dry","RIL_002",50507,2,"culm_basal_c",9
"749","dry","RIL_116",50508,3,"culm_basal_c",14
"750","dry","RIL_116",50508,1,"culm_basal_c",19
"751","dry","RIL_116",50508,2,"culm_basal_c",12
"752","dry","RIL_045",50509,2,"culm_basal_c",22
"753","dry","RIL_045",50509,1,"culm_basal_c",27
"754","dry","RIL_045",50509,3,"culm_basal_c",25
"755","dry","RIL_207",50510,2,"culm_basal_c",15
"756","dry","RIL_207",50510,1,"culm_basal_c",15
"757","dry","RIL_207",50510,3,"culm_basal_c",22
"758","dry","B100",50511,1,"culm_basal_c",31
"759","dry","B100",50511,2,"culm_basal_c",30
"760","dry","B100",50511,3,"culm_basal_c",21
"761","dry","RIL_181",50512,3,"culm_basal_c",24
"762","dry","RIL_181",50512,2,"culm_basal_c",16
"763","dry","RIL_181",50512,1,"culm_basal_c",34
"764","dry","RIL_146",50513,2,"culm_basal_c",22
"765","dry","RIL_146",50513,3,"culm_basal_c",21
"766","dry","RIL_146",50513,1,"culm_basal_c",25
"767","dry","RIL_040",50514,3,"culm_basal_c",22
"768","dry","RIL_040",50514,1,"culm_basal_c",28
"769","dry","RIL_040",50514,2,"culm_basal_c",16
"770","dry","RIL_215",50515,2,"culm_basal_c",15
"771","dry","RIL_215",50515,3,"culm_basal_c",20
"772","dry","RIL_215",50515,1,"culm_basal_c",20
"773","dry","RIL_096",50516,1,"culm_basal_c",15
"774","dry","RIL_096",50516,3,"culm_basal_c",19
"775","dry","RIL_096",50516,2,"culm_basal_c",18
"776","dry","RIL_137",50517,2,"culm_basal_c",14
"777","dry","RIL_137",50517,1,"culm_basal_c",13
"778","dry","RIL_137",50517,3,"culm_basal_c",14
"779","dry","RIL_056",50518,3,"culm_basal_c",24
"780","dry","RIL_056",50518,2,"culm_basal_c",26
"781","dry","RIL_056",50518,1,"culm_basal_c",28
"782","dry","RIL_089",50519,3,"culm_basal_c",13
"783","dry","RIL_089",50519,1,"culm_basal_c",12
"784","dry","RIL_089",50519,2,"culm_basal_c",14
"785","dry","B100",50520,2,"culm_basal_c",26
"786","dry","B100",50520,1,"culm_basal_c",28
"787","dry","B100",50520,3,"culm_basal_c",32
"788","dry","RIL_214",50521,1,"culm_basal_c",17
"789","dry","RIL_214",50521,3,"culm_basal_c",23
"790","dry","RIL_214",50521,2,"culm_basal_c",22
"791","dry","RIL_053",50522,1,"culm_basal_c",13
"792","dry","RIL_053",50522,3,"culm_basal_c",13
"793","dry","RIL_053",50522,2,"culm_basal_c",14
"794","dry","RIL_088",50523,1,"culm_basal_c",14
"795","dry","RIL_088",50523,2,"culm_basal_c",26
"796","dry","RIL_088",50523,3,"culm_basal_c",15
"797","dry","RIL_036",50524,2,"culm_basal_c",30
"798","dry","RIL_036",50524,3,"culm_basal_c",26
"799","dry","RIL_036",50524,1,"culm_basal_c",23
"800","dry","RIL_016",50525,3,"culm_basal_c",31
"801","dry","RIL_016",50525,1,"culm_basal_c",23
"802","dry","RIL_016",50525,2,"culm_basal_c",26
"803","dry","RIL_125",50526,3,"culm_basal_c",31
"804","dry","RIL_125",50526,1,"culm_basal_c",19
"805","dry","RIL_125",50526,2,"culm_basal_c",20
"806","dry","RIL_161",50527,1,"culm_basal_c",17
"807","dry","RIL_161",50527,3,"culm_basal_c",19
"808","dry","RIL_161",50527,2,"culm_basal_c",22
"809","dry","RIL_100",50528,1,"culm_basal_c",17
"810","dry","RIL_100",50528,2,"culm_basal_c",17
"811","dry","RIL_100",50528,3,"culm_basal_c",17
"812","dry","RIL_018",50529,1,"culm_basal_c",18
"813","dry","RIL_018",50529,2,"culm_basal_c",17
"814","dry","RIL_018",50529,3,"culm_basal_c",15
"815","dry","RIL_050",50530,2,"culm_basal_c",15
"816","dry","RIL_050",50530,3,"culm_basal_c",18
"817","dry","RIL_050",50530,1,"culm_basal_c",20
"818","dry","RIL_193",50532,2,"culm_basal_c",13
"819","dry","RIL_193",50532,3,"culm_basal_c",22
"820","dry","RIL_193",50532,1,"culm_basal_c",17
"821","dry","B100",50533,3,"culm_basal_c",26
"822","dry","B100",50533,1,"culm_basal_c",27
"823","dry","B100",50533,2,"culm_basal_c",18
"824","dry","RIL_073",50534,3,"culm_basal_c",14
"825","dry","RIL_073",50534,2,"culm_basal_c",14
"826","dry","RIL_073",50534,1,"culm_basal_c",10
"827","dry","RIL_120",50535,2,"culm_basal_c",20
"828","dry","RIL_120",50535,3,"culm_basal_c",14
"829","dry","RIL_120",50535,1,"culm_basal_c",19
"830","dry","RIL_104",50536,3,"culm_basal_c",22
"831","dry","RIL_104",50536,1,"culm_basal_c",19
"832","dry","RIL_104",50536,2,"culm_basal_c",22
"833","dry","RIL_094",50537,2,"culm_basal_c",23
"834","dry","RIL_094",50537,3,"culm_basal_c",39
"835","dry","RIL_094",50537,1,"culm_basal_c",36
"836","dry","RIL_140",50538,3,"culm_basal_c",23
"837","dry","RIL_140",50538,1,"culm_basal_c",21
"838","dry","RIL_140",50538,2,"culm_basal_c",19
"839","dry","RIL_101",50539,1,"culm_basal_c",19
"840","dry","RIL_101",50539,3,"culm_basal_c",16
"841","dry","RIL_101",50539,2,"culm_basal_c",18
"842","dry","RIL_072",50540,3,"culm_basal_c",33
"843","dry","RIL_072",50540,1,"culm_basal_c",28
"844","dry","RIL_072",50540,2,"culm_basal_c",30
"845","dry","RIL_093",50541,1,"culm_basal_c",26
"846","dry","RIL_093",50541,2,"culm_basal_c",25
"847","dry","RIL_093",50541,3,"culm_basal_c",30
"848","dry","A10",50542,3,"culm_basal_c",9
"849","dry","A10",50542,1,"culm_basal_c",6
"850","dry","A10",50542,2,"culm_basal_c",10
"851","dry","RIL_186",50543,3,"culm_basal_c",30
"852","dry","RIL_186",50543,1,"culm_basal_c",27
"853","dry","RIL_186",50543,2,"culm_basal_c",22
"854","dry","RIL_042",50544,3,"culm_basal_c",24
"855","dry","RIL_042",50544,1,"culm_basal_c",26
"856","dry","RIL_042",50544,2,"culm_basal_c",32
"857","dry","RIL_218",50545,2,"culm_basal_c",14
"858","dry","RIL_218",50545,1,"culm_basal_c",14
"859","dry","RIL_218",50545,3,"culm_basal_c",18
"860","dry","RIL_008",50546,3,"culm_basal_c",23
"861","dry","RIL_008",50546,1,"culm_basal_c",22
"862","dry","RIL_008",50546,2,"culm_basal_c",20
"863","dry","B100",50547,3,"culm_basal_c",19
"864","dry","B100",50547,1,"culm_basal_c",20
"865","dry","B100",50547,2,"culm_basal_c",24
"866","dry","RIL_195",50548,2,"culm_basal_c",19
"867","dry","RIL_195",50548,3,"culm_basal_c",20
"868","dry","RIL_195",50548,1,"culm_basal_c",24
"869","dry","RIL_103",50549,3,"culm_basal_c",20
"870","dry","RIL_103",50549,2,"culm_basal_c",26
"871","dry","RIL_103",50549,1,"culm_basal_c",25
"872","dry","RIL_138",50550,3,"culm_basal_c",25
"873","dry","RIL_138",50550,2,"culm_basal_c",23
"874","dry","RIL_138",50550,1,"culm_basal_c",23
"875","dry","RIL_024",50551,1,"culm_basal_c",22
"876","dry","RIL_024",50551,2,"culm_basal_c",20
"877","dry","RIL_024",50551,3,"culm_basal_c",21
"878","dry","RIL_029",50552,3,"culm_basal_c",17
"879","dry","RIL_029",50552,1,"culm_basal_c",15
"880","dry","RIL_029",50552,2,"culm_basal_c",17
"881","dry","RIL_076",50553,2,"culm_basal_c",8
"882","dry","RIL_076",50553,3,"culm_basal_c",14
"883","dry","RIL_076",50553,1,"culm_basal_c",10
"884","dry","RIL_044",50554,3,"culm_basal_c",16
"885","dry","RIL_044",50554,2,"culm_basal_c",11
"886","dry","RIL_044",50554,1,"culm_basal_c",13
"887","dry","RIL_213",50555,1,"culm_basal_c",22
"888","dry","RIL_213",50555,3,"culm_basal_c",24
"889","dry","RIL_213",50555,2,"culm_basal_c",30
"890","dry","B100",50557,2,"culm_basal_c",24
"891","dry","B100",50557,1,"culm_basal_c",26
"892","dry","B100",50557,3,"culm_basal_c",29
"893","dry","RIL_009",50558,2,"culm_basal_c",21
"894","dry","RIL_009",50558,3,"culm_basal_c",24
"895","dry","RIL_009",50558,1,"culm_basal_c",25
"896","dry","RIL_057",50559,3,"culm_basal_c",22
"897","dry","RIL_057",50559,1,"culm_basal_c",21
"898","dry","RIL_057",50559,2,"culm_basal_c",18
"899","dry","RIL_127",50561,2,"culm_basal_c",33
"900","dry","RIL_127",50561,3,"culm_basal_c",38
"901","dry","RIL_127",50561,1,"culm_basal_c",31
"902","dry","RIL_147",50562,2,"culm_basal_c",23
"903","dry","RIL_147",50562,1,"culm_basal_c",28
"904","dry","RIL_147",50562,3,"culm_basal_c",21
"905","dry","RIL_106",50563,3,"culm_basal_c",43
"906","dry","RIL_106",50563,2,"culm_basal_c",35
"907","dry","RIL_106",50563,1,"culm_basal_c",21
"908","dry","RIL_030",50564,2,"culm_basal_c",27
"909","dry","RIL_030",50564,1,"culm_basal_c",28
"910","dry","RIL_030",50564,3,"culm_basal_c",26
"911","dry","RIL_010",50565,3,"culm_basal_c",30
"912","dry","RIL_010",50565,1,"culm_basal_c",15
"913","dry","RIL_010",50565,2,"culm_basal_c",12
"914","dry","RIL_043",50601,2,"culm_basal_c",23
"915","dry","RIL_043",50601,1,"culm_basal_c",20
"916","dry","RIL_043",50601,3,"culm_basal_c",31
"917","dry","RIL_180",50602,1,"culm_basal_c",18
"918","dry","RIL_180",50602,2,"culm_basal_c",20
"919","dry","RIL_180",50602,3,"culm_basal_c",23
"920","dry","RIL_123",50603,3,"culm_basal_c",12
"921","dry","RIL_123",50603,2,"culm_basal_c",10
"922","dry","RIL_123",50603,1,"culm_basal_c",12
"923","dry","RIL_134",50604,3,"culm_basal_c",28
"924","dry","RIL_134",50604,1,"culm_basal_c",21
"925","dry","RIL_134",50604,2,"culm_basal_c",32
"926","dry","RIL_102",50605,3,"culm_basal_c",25
